step,loss
0,0.00040339152
10,0.00041405298
20,0.00035898064
30,0.0005497595
40,0.00058231567
50,0.00041045362
60,0.0006406028
70,0.0004944355
80,0.0005055577
90,0.00028456852
100,0.0004297919
110,0.0004008965
120,0.0004708548
130,0.00047398036
140,0.00055484724
150,0.0004790553
160,0.0005300859
170,0.0006504807
180,0.0005412313
190,0.0005479008
200,0.0003775014
210,0.0005195559
220,0.00041437524
230,0.00045218816
240,0.00045438047
250,0.0005399549
260,0.00045175717
270,0.00037171514
280,0.0003398435
290,0.00039729147
300,0.00035142273
310,0.0004618323
320,0.00042260418
330,0.00046472487
340,0.00029382415
350,0.00029066537
360,0.00038401995
370,0.00038591164
380,0.00053365284
390,0.0003297202
400,0.00043967547
410,0.0004525892
420,0.00047348937
430,0.00043562744
440,0.0004982075
450,0.0004190445
460,0.00050984666
470,0.00038463526
480,0.0004388501
490,0.00035003436
500,0.00044966137
510,0.00032349877
520,0.00036284432
530,0.00033467327
540,0.00038072877
550,0.0003915301
560,0.0003552283
570,0.00032779571
580,0.0004753633
590,0.0004502253
